name,yahoo_ticker,isin,country,exchange,sector,enabled
Suncor Energy,SU.TO,CA8672241079,CA,TSX,Energy,True
Brookfield,BN.TO,CA11271J1075,CA,TSX,Financials,True
Barrick Gold,ABX.TO,CA0679011084,CA,TSX,Materials,True
Agnico Eagle Mines,AEM.TO,CA0084741085,CA,TSX,Materials,True
Canadian Pacific Kansas,CP.TO,CA13645T1003,CA,TSX,Industrials,True
Manulife Financial,MFC.TO,CA56501R1064,CA,TSX,Financials,True
Cenovus Energy,CVE.TO,CA15135U1093,CA,TSX,Energy,True
BCE,BCE.TO,CA05534B7604,CA,TSX,Communication Services,True
BHP Group,BHP,AU000000BHP4,AU,NYSE,Materials,True
Atlassian,TEAM,AU000000ATL3,AU,NASDAQ,Technology,True
Alibaba Group ADR,BABA,US01609W1027,CN,NYSE,Consumer Discretionary,True
JD.com ADR,JD,US47215P1066,CN,NASDAQ,Consumer Discretionary,True
Baidu ADR,BIDU,US0567521085,CN,NASDAQ,Communication Services,True
PDD Holdings ADR,PDD,US69767V1098,CN,NASDAQ,Consumer Discretionary,True
NIO ADR,NIO,US62914V1061,CN,NYSE,Consumer Discretionary,True
Li Auto ADR,LI,US50202M1027,CN,NASDAQ,Consumer Discretionary,True
XPeng ADR,XPEV,US98422D1054,CN,NYSE,Consumer Discretionary,True
NetEase ADR,NTES,US64110W1027,CN,NASDAQ,Communication Services,True
Trip.com ADR,TCOM,US89677Q1076,CN,NASDAQ,Consumer Discretionary,True
Motorola Solutions,MSI,US6200763075,US,NYSE,Technology,True
Amphenol,APH,US0320951017,US,NYSE,Technology,True
TE Connectivity,TEL,CH0102993182,US,NYSE,Technology,True
Corning,GLW,US2193501051,US,NYSE,Technology,True
Gartner,IT,US3666511072,US,NYSE,Technology,True
Jack Henry,JKHY,US4262811015,US,NASDAQ,Technology,True
Cognizant,CTSH,US1924461023,US,NASDAQ,Technology,True
Fidelity National Info,FIS,US31620M1062,US,NYSE,Technology,True
Fiserv,FI,US3377381088,US,NASDAQ,Technology,False
Global Payments,GPN,US37940X1028,US,NYSE,Technology,True
VeriSign,VRSN,US92343E1029,US,NASDAQ,Technology,True
Akamai,AKAM,US00971T1016,US,NASDAQ,Technology,True
EPAM Systems,EPAM,US29414B1044,US,NYSE,Technology,True
PTC,PTC,US69370C1009,US,NASDAQ,Technology,True
Trimble,TRMB,US8962391004,US,NASDAQ,Technology,True
Zebra Technologies,ZBRA,US9892071054,US,NASDAQ,Technology,True
Ceridian,CDAY,US15677J1088,US,NYSE,Technology,False
SS&C Technologies,SSNC,US78467J1007,US,NASDAQ,Technology,True
Manhattan Associates,MANH,US5627501092,US,NASDAQ,Technology,True
Tyler Technologies,TYL,US9022521051,US,NYSE,Technology,True
Verint Systems,VRNT,US9237521051,US,NASDAQ,Technology,True
SolarWinds,SWI,US83417M1045,US,NYSE,Technology,False
Bentley Systems,BSY,US08265T2087,US,NASDAQ,Technology,True
Confluent,CFLT,US20717M1036,US,NASDAQ,Technology,False
HashiCorp,HCP,US41805L1070,US,NASDAQ,Technology,False
UiPath,PATH,US90364P1057,US,NYSE,Technology,True
C3.ai,AI,US12468P1049,US,NYSE,Technology,True
Twilio,TWLO,US90138F1021,US,NYSE,Technology,True
Zendesk,ZEN,US98936J1016,US,NYSE,Technology,False
Braze,BRZE,US10576B1008,US,NASDAQ,Technology,True
Sprinklr,CXM,US85222Q1094,US,NYSE,Technology,True
Asana,ASAN,US04342Y1038,US,NYSE,Technology,True
monday.com,MNDY,IL0011710915,US,NASDAQ,Technology,True
DigitalBridge,DBRG,US25400W2070,US,NYSE,Real Estate,True
Vertiv Holdings,VRT,US92537N1081,US,NYSE,Technology,True
Marvell Technology,MRVL,US5738741041,US,NASDAQ,Technology,True
Lattice Semiconductor,LSCC,US5184151042,US,NASDAQ,Technology,True
ON Semiconductor,ON,US6821891057,US,NASDAQ,Technology,True
Microchip Technology,MCHP,US5950171042,US,NASDAQ,Technology,True
Skyworks Solutions,SWKS,US83088M1027,US,NASDAQ,Technology,True
Qorvo,QRVO,US74736L1017,US,NASDAQ,Technology,True
Cirrus Logic,CRUS,US1727551004,US,NASDAQ,Technology,True
Wolfspeed,WOLF,US9808F1049,US,NYSE,Technology,True
Coherent,COHR,US19241C1027,US,NYSE,Technology,True
Kulicke & Soffa,KLIC,US5012821058,US,NASDAQ,Technology,True
Intercontinental Exchange,ICE,US45866F1049,US,NYSE,Financials,True
Nasdaq Inc,NDAQ,US6311031081,US,NASDAQ,Financials,True
T. Rowe Price,TROW,US74144T1088,US,NASDAQ,Financials,True
Franklin Resources,BEN,US3546131018,US,NYSE,Financials,True
Invesco,IVZ,US46132F1049,US,NYSE,Financials,True
Principal Financial,PFG,US74251V1026,US,NASDAQ,Financials,True
Unum Group,UNM,US91529Y1064,US,NYSE,Financials,True
Lincoln National,LNC,US5341871094,US,NYSE,Financials,True
Aflac,AFL,US0010551028,US,NYSE,Financials,True
Hartford Financial,HIG,US4165151048,US,NYSE,Financials,True
Allstate,ALL,US0200021014,US,NYSE,Financials,True
Progressive,PGR,US7433151039,US,NYSE,Financials,True
Travelers,TRV,US8961561063,US,NYSE,Financials,True
W.R. Berkley,WRB,US0844231029,US,NYSE,Financials,True
Arch Capital,ACGL,BMG0450A1053,US,NASDAQ,Financials,True
Markel Group,MKL,US5705351048,US,NYSE,Financials,True
Loews,L,US5404241086,US,NYSE,Financials,True
Synchrony Financial,SYF,US87165B1035,US,NYSE,Financials,True
Ally Financial,ALLY,US0203722064,US,NYSE,Financials,True
Capital One,COF,US14040H1059,US,NYSE,Financials,True
Discover Financial,DFS,US2547091080,US,NYSE,Financials,False
Fifth Third Bancorp,FITB,US3167731005,US,NASDAQ,Financials,True
KeyCorp,KEY,US4932671088,US,NYSE,Financials,True
Regions Financial,RF,US7591EP1005,US,NYSE,Financials,True
Huntington Bancshares,HBAN,US4461501045,US,NASDAQ,Financials,True
M&T Bank,MTB,US55261F1049,US,NYSE,Financials,True
Comerica,CMA,US2003401070,US,NASDAQ,Financials,False
Zions Bancorporation,ZION,US9897011071,US,NASDAQ,Financials,True
SVB Financial,SIVB,US78486Q1013,US,NASDAQ,Financials,False
Signature Bank,SBNY,US82669G1040,US,NASDAQ,Financials,True
Western Alliance,WAL,US9578521014,US,NYSE,Financials,True
Becton Dickinson,BDX,US0757811091,US,NYSE,Healthcare,True
Zimmer Biomet,ZBH,US98956P1021,US,NYSE,Healthcare,True
Hologic,HOLX,US4364401012,US,NASDAQ,Healthcare,False
Idexx Laboratories,IDXX,US45168D1046,US,NASDAQ,Healthcare,True
Align Technology,ALGN,US0162551016,US,NASDAQ,Healthcare,True
Edwards Lifesciences,EW,US28176E1082,US,NYSE,Healthcare,True
Insulet,PODD,US45784P1012,US,NASDAQ,Healthcare,True
Tandem Diabetes Care,TNDM,US8753211019,US,NASDAQ,Healthcare,True
Penumbra,PEN,US70975L1070,US,NYSE,Healthcare,True
Haemonetics,HAE,US4050261033,US,NYSE,Healthcare,True
Masimo,MASI,US5747951003,US,NASDAQ,Healthcare,True
ResMed,RMD,US7611521078,US,NYSE,Healthcare,True
Envista Holdings,NVST,US29415F1049,US,NYSE,Healthcare,True
Henry Schein,HSIC,US8064071025,US,NASDAQ,Healthcare,True
McKesson,MCK,US58155Q1031,US,NYSE,Healthcare,True
AmerisourceBergen,COR,US03073E1055,US,NYSE,Healthcare,True
Cardinal Health,CAH,US14149Y1082,US,NYSE,Healthcare,True
Humana,HUM,US4448591028,US,NYSE,Healthcare,True
Cigna,CI,US1255231003,US,NYSE,Healthcare,True
Centene,CNC,US15135B1017,US,NYSE,Healthcare,True
Molina Healthcare,MOH,US60855R1005,US,NYSE,Healthcare,True
DaVita,DVA,US23918K1088,US,NYSE,Healthcare,True
Labcorp,LH,US50540R4092,US,NYSE,Healthcare,True
Quest Diagnostics,DGX,US74834L1008,US,NYSE,Healthcare,True
IQVIA,IQV,US46266C1053,US,NYSE,Healthcare,True
Syneos Health,SYNH,US87184E1055,US,NASDAQ,Healthcare,False
Exact Sciences,EXAS,US30063X1019,US,NASDAQ,Healthcare,False
10x Genomics,TXG,US88025U1097,US,NASDAQ,Healthcare,True
Illumina,ILMN,US4523271090,US,NASDAQ,Healthcare,True
Pacific Biosciences,PACB,US69478F1030,US,NASDAQ,Healthcare,True
Dollar General,DG,US2566771059,US,NYSE,Consumer Discretionary,True
Dollar Tree,DLTR,US2567461080,US,NASDAQ,Consumer Discretionary,True
Ross Stores,ROST,US7782961008,US,NASDAQ,Consumer Discretionary,True
TJX Companies,TJX,US8725401090,US,NYSE,Consumer Discretionary,True
Burlington Stores,BURL,US1220171060,US,NYSE,Consumer Discretionary,True
Bath & Body Works,BBWI,US07060D1081,US,NYSE,Consumer Discretionary,True
Tapestry,TPR,US8760301072,US,NYSE,Consumer Discretionary,True
Capri Holdings,CPRI,VGG1890L1073,US,NYSE,Consumer Discretionary,True
Ralph Lauren,RL,US7512121010,US,NYSE,Consumer Discretionary,True
VF Corporation,VFC,US9182041080,US,NYSE,Consumer Discretionary,True
Carter's,CRI,US1462151024,US,NYSE,Consumer Discretionary,True
Hasbro,HAS,US4180561072,US,NASDAQ,Consumer Discretionary,True
Mattel,MAT,US5770811025,US,NASDAQ,Consumer Discretionary,True
Carnival,CCL,PA1436583006,US,NYSE,Consumer Discretionary,True
Royal Caribbean,RCL,LR0008862868,US,NYSE,Consumer Discretionary,True
Norwegian Cruise,NCLH,PA2014073045,US,NYSE,Consumer Discretionary,True
Delta Air Lines,DAL,US2473617023,US,NYSE,Consumer Discretionary,True
United Airlines,UAL,US9100471096,US,NASDAQ,Consumer Discretionary,True
American Airlines,AAL,US02376R1023,US,NASDAQ,Consumer Discretionary,True
Southwest Airlines,LUV,US8447411088,US,NYSE,Consumer Discretionary,True
Roblox,RBLX,US7710491033,US,NYSE,Consumer Discretionary,True
Take-Two Interactive,TTWO,US8740541094,US,NASDAQ,Consumer Discretionary,True
Electronic Arts,EA,US2855121099,US,NASDAQ,Consumer Discretionary,True
Warner Bros Discovery,WBD,US9344231041,US,NASDAQ,Consumer Discretionary,True
Live Nation,LYV,US5380341090,US,NYSE,Consumer Discretionary,True
DoorDash,DASH,US25809K1051,US,NYSE,Consumer Discretionary,True
Instacart,CART,US46187W1099,US,NASDAQ,Consumer Discretionary,True
Lyft,LYFT,US55087P1049,US,NASDAQ,Consumer Discretionary,True
Parker Hannifin,PH,US7010941042,US,NYSE,Industrials,True
Eaton,ETN,IE00B8KQN827,US,NYSE,Industrials,True
Rockwell Automation,ROK,US7739031091,US,NYSE,Industrials,True
AMETEK,AME,US0311001004,US,NYSE,Industrials,True
Roper Technologies,ROP,US7766961061,US,NASDAQ,Industrials,True
Masco,MAS,US5745991068,US,NYSE,Industrials,True
Carrier Global,CARR,US14448C1045,US,NYSE,Industrials,True
Otis Worldwide,OTIS,US6900643031,US,NYSE,Industrials,True
Trane Technologies,TT,IE00BK9ZQ967,US,NYSE,Industrials,True
Xylem,XYL,US98419M1009,US,NYSE,Industrials,True
Watts Water Technologies,WTS,US9427491025,US,NYSE,Industrials,True
Pentair,PNR,IE00BLS09M33,US,NYSE,Industrials,True
Flowserve,FLS,US34354P1057,US,NYSE,Industrials,True
Dover,DOV,US2600031080,US,NYSE,Industrials,True
Hubbell,HUBB,US4435201096,US,NYSE,Industrials,True
nVent Electric,NVT,CH0415820altm,US,NYSE,Industrials,True
Curtiss-Wright,CW,US2315611010,US,NYSE,Industrials,True
TransDigm,TDG,US8936411003,US,NYSE,Industrials,True
Heico,HEI,US4228062096,US,NYSE,Industrials,True
L3Harris Technologies,LHX,US5024311095,US,NYSE,Industrials,True
FLIR Systems,FLIR,US3024341068,US,NASDAQ,Industrials,False
Axon Enterprise,AXON,US05464C1018,US,NASDAQ,Industrials,True
GXO Logistics,GXO,US36262G1013,US,NYSE,Industrials,True
XPO,XPO,US9837931008,US,NYSE,Industrials,True
Old Dominion Freight,ODFL,US6795801009,US,NASDAQ,Industrials,True
JB Hunt Transport,JBHT,US4456581006,US,NASDAQ,Industrials,True
Werner Enterprises,WERN,US9508431011,US,NASDAQ,Industrials,True
Waste Management,WM,US94106L1098,US,NYSE,Industrials,True
Republic Services,RSG,US7607591002,US,NYSE,Industrials,True
Cintas,CTAS,US1729081059,US,NASDAQ,Industrials,True
Rollins,ROL,US7757111049,US,NYSE,Industrials,True
Quanta Services,PWR,US74762E1029,US,NYSE,Industrials,True
MYR Group,MYRG,US5543261023,US,NASDAQ,Industrials,True
Diamondback Energy,FANG,US25278X1090,US,NASDAQ,Energy,True
APA Corporation,APA,US03769M1062,US,NASDAQ,Energy,True
Halliburton,HAL,US4062161071,US,NYSE,Energy,True
Baker Hughes,BKR,US05722G1004,US,NASDAQ,Energy,True
Williams Companies,WMB,US9694571004,US,NYSE,Energy,True
Kinder Morgan,KMI,US49456B1017,US,NYSE,Energy,True
ONEOK,OKE,US6826801036,US,NYSE,Energy,True
Targa Resources,TRGP,US87612G1013,US,NYSE,Energy,True
EQT Corporation,EQT,US26884L1098,US,NYSE,Energy,True
Range Resources,RRC,US75281A1097,US,NYSE,Energy,True
Coterra Energy,CTRA,US1270971039,US,NYSE,Energy,True
Albemarle,ALB,US0126531013,US,NYSE,Materials,True
Celanese,CE,US15089Q1031,US,NYSE,Materials,True
Eastman Chemical,EMN,US2774321002,US,NYSE,Materials,True
International Flavors,IFF,US4595061015,US,NYSE,Materials,True
PPG Industries,PPG,US6935061076,US,NYSE,Materials,True
Sherwin-Williams,SHW,US8243481061,US,NYSE,Materials,True
Vulcan Materials,VMC,US9291601097,US,NYSE,Materials,True
Martin Marietta,MLM,US5732841060,US,NYSE,Materials,True
Ball Corporation,BALL,US0584981064,US,NYSE,Materials,True
Sealed Air,SEE,US8117591024,US,NYSE,Materials,False
Packaging Corp,PKG,US7561091049,US,NYSE,Materials,True
Sonoco Products,SON,US8354951027,US,NYSE,Materials,True
Digital Realty,DLR,US2538681030,US,NYSE,Real Estate,True
SBA Communications,SBAC,US78410G1049,US,NASDAQ,Real Estate,True
Iron Mountain,IRM,US46284V1017,US,NYSE,Real Estate,True
Realty Income,O,US7561091049,US,NYSE,Real Estate,True
Simon Property Group,SPG,US8288061091,US,NYSE,Real Estate,True
Ventas,VTR,US92276F1003,US,NYSE,Real Estate,True
Welltower,WELL,US9502721065,US,NYSE,Real Estate,True
AvalonBay Communities,AVB,US0534841012,US,NYSE,Real Estate,True
Equity Residential,EQR,US29476L1070,US,NYSE,Real Estate,True
Invitation Homes,INVH,US46187W1099,US,NYSE,Real Estate,True
Public Storage,PSA,US74460D1090,US,NYSE,Real Estate,True
Extra Space Storage,EXR,US3026801065,US,NYSE,Real Estate,True
American Water Works,AWK,US0304201033,US,NYSE,Utilities,True
Consolidated Edison,ED,US2091151041,US,NYSE,Utilities,True
Dominion Energy,D,US25746U1097,US,NYSE,Utilities,True
Exelon,EXC,US30161N1028,US,NASDAQ,Utilities,True
Edison International,EIX,US2810201077,US,NYSE,Utilities,True
Xcel Energy,XEL,US9837390031,US,NASDAQ,Utilities,True
WEC Energy,WEC,US9293791034,US,NYSE,Utilities,True
Entergy,ETR,US29364G1031,US,NYSE,Utilities,True
CenterPoint Energy,CNP,US15189T1079,US,NYSE,Utilities,True
NRG Energy,NRG,US6293775085,US,NYSE,Utilities,True
Inditex,ITX.MC,ES0148396007,ES,EURONEXT,Consumer Discretionary,True
Santander,SAN.MC,ES0113900J37,ES,EURONEXT,Financials,True
BBVA,BBVA.MC,ES0113211835,ES,EURONEXT,Financials,True
Iberdrola,IBE.MC,ES0144580Y14,ES,EURONEXT,Utilities,True
Telefonica,TEF.MC,ES0178430E18,ES,EURONEXT,Communication Services,True
Repsol,REP.MC,ES0173516115,ES,EURONEXT,Energy,True
Ferrovial,FER.MC,ES0062200564,ES,EURONEXT,Industrials,True
Amadeus IT Group,AMS.MC,ES0109067019,ES,EURONEXT,Technology,True
CaixaBank,CABK.MC,ES0140609018,ES,EURONEXT,Financials,True
ACS Group,ACS.MC,ES0167050915,ES,EURONEXT,Industrials,True
Grifols,GRF.MC,ES0171996012,ES,EURONEXT,Healthcare,True
Acciona,ANA.MC,ES0125220311,ES,EURONEXT,Industrials,True
Enel,ENEL.MI,IT0003128367,IT,EURONEXT,Utilities,True
ENI,ENI.MI,IT0003132476,IT,EURONEXT,Energy,True
Intesa Sanpaolo,ISP.MI,IT0000072618,IT,EURONEXT,Financials,True
UniCredit,UCG.MI,IT0004781412,IT,EURONEXT,Financials,True
Ferrari,RACE.MI,NL0011585146,IT,EURONEXT,Consumer Discretionary,True
Stellantis,STLAM.MI,NL00150001Q9,IT,EURONEXT,Consumer Discretionary,True
Generali,G.MI,IT0000062072,IT,EURONEXT,Financials,True
Prysmian,PRY.MI,IT0004176001,IT,EURONEXT,Industrials,True
Leonardo,LDO.MI,IT0003856405,IT,EURONEXT,Industrials,True
Moncler,MONC.MI,IT0004965148,IT,EURONEXT,Consumer Discretionary,True
Luxottica,EL.MI,IT0003505065,IT,EURONEXT,Healthcare,False
FinecoBank,FBK.MI,IT0000072170,IT,EURONEXT,Financials,True
Infosys ADR,INFY,US4567881085,IN,NYSE,Technology,True
Wipro ADR,WIT,US97651M1099,IN,NYSE,Technology,True
HDFC Bank ADR,HDB,US40415F1012,IN,NYSE,Financials,True
ICICI Bank ADR,IBN,US45104G1040,IN,NYSE,Financials,True
Dr Reddy's ADR,RDY,US2561051016,IN,NYSE,Healthcare,True
Tata Motors ADR,TTM,US8765685024,IN,NYSE,Consumer Discretionary,False
WNS Holdings ADR,WNS,US92940M1099,IN,NYSE,Technology,False
Sea Limited,SE,US81141R1005,SG,NYSE,Consumer Discretionary,True
Grab Holdings,GRAB,KYG4124C1096,SG,NASDAQ,Consumer Discretionary,True
Vale ADR,VALE,US91912E1055,BR,NYSE,Materials,True
Petrobras ADR,PBR,US71654V4086,BR,NYSE,Energy,True
Embraer ADR,ERJ,US29082A1016,BR,NYSE,Industrials,False
XP Inc,XP,KYG982391099,BR,NASDAQ,Financials,True
MercadoLibre,MELI,US58733R1023,BR,NASDAQ,Consumer Discretionary,True
StoneCo,STNE,KYG851581069,BR,NASDAQ,Technology,True
Anheuser-Busch InBev,ABI.BR,BE0974293251,BE,EURONEXT,Consumer Staples,True
UCB,UCB.BR,BE0003739530,BE,EURONEXT,Healthcare,True
Ageas,AGS.BR,BE0974264776,BE,EURONEXT,Financials,True
Solvay,SOLB.BR,BE0003470755,BE,EURONEXT,Materials,True
Proximus,PROX.BR,BE0003810273,BE,EURONEXT,Communication Services,True
Umicore,UMI.BR,BE0974320526,BE,EURONEXT,Materials,True
Burberry Group,BRBY.L,GB0031743007,GB,LSE,Consumer Discretionary,True
Next,NXT.L,GB0032089863,GB,LSE,Consumer Discretionary,True
JD Sports Fashion,JD.L,GB00BYX2WY21,GB,LSE,Consumer Discretionary,True
Entain,ENT.L,IM00B5VQMV65,GB,LSE,Consumer Discretionary,True
Flutter Entertainment,FLTRF,IE00BWT6H894,GB,OTC,Consumer Discretionary,False
WPP,WPP.L,JE00B8KF9B49,GB,LSE,Communication Services,True
Pearson,PSO.L,GB0006776081,GB,LSE,Communication Services,False
RELX,REL.L,GB00B2B0DG97,GB,LSE,Industrials,True
DS Smith,SMDS.L,GB0008220112,GB,LSE,Materials,False
Smurfit Kappa,SKG.L,IE00B1RR8406,GB,LSE,Materials,True
Ashtead Group,AHT.L,GB0000536739,GB,LSE,Industrials,False
Ferguson Enterprises,FERG.L,JE00BJVNSS43,GB,LSE,Industrials,True
Spirax-Sarco,SPX.L,GB00BWFGQN14,GB,LSE,Industrials,True
Weir Group,WEIR.L,GB0009465807,GB,LSE,Industrials,True
IMI,IMI.L,GB00B18S7B29,GB,LSE,Industrials,True
Smiths Group,SMIN.L,GB00B1WY2338,GB,LSE,Industrials,True
QinetiQ,QQ.L,GB00B0WHPQ22,GB,LSE,Industrials,True
Serco Group,SRP.L,GB0007973794,GB,LSE,Industrials,True
Intertek Group,ITRK.L,GB0031638363,GB,LSE,Industrials,True
Inchcape,INCH.L,GB0004183720,GB,LSE,Consumer Discretionary,True
Auto Trader Group,AUTO.L,GB00BVYVFW23,GB,LSE,Communication Services,True
Rightmove,RMV.L,GB00BGDT3G23,GB,LSE,Communication Services,True
Ocado Group,OCDO.L,GB00B3MBS747,GB,LSE,Consumer Staples,True
Tesco,TSCO.L,GB0008847096,GB,LSE,Consumer Staples,True
J Sainsbury,SBRY.L,GB00B019KW72,GB,LSE,Consumer Staples,True
Associated British Foods,ABF.L,GB0006731235,GB,LSE,Consumer Staples,True
Halma,HLMA.L,GB0004052071,GB,LSE,Technology,True
Aveva Group,AVV.L,GB00BBG9VN75,GB,LSE,Technology,False
Micro Focus,MCRO.L,GB00BJ1F4N75,GB,LSE,Technology,False
Siemens Healthineers,SHL.DE,DE000SHL1006,DE,XETRA,Healthcare,True
Continental AG,CON.DE,DE0005439004,DE,XETRA,Consumer Discretionary,True
Symrise,SY1.DE,DE000SYM9999,DE,XETRA,Materials,True
Sartorius,SRT3.DE,DE0007165631,DE,XETRA,Healthcare,True
Merck KGaA,MRK.DE,DE0006599905,DE,XETRA,Healthcare,True
Qiagen,QIA.DE,NL0012169213,DE,XETRA,Healthcare,True
Nemetschek,NEM.DE,DE0006452907,DE,XETRA,Technology,True
Software AG,SOW.DE,DE0003304002,DE,XETRA,Technology,False
ProSiebenSat.1,PSM.DE,DE000PSM7770,DE,XETRA,Communication Services,True
Fraport,FRA.DE,DE0005773303,DE,XETRA,Industrials,True
MTU Aero Engines,MTX.DE,DE000A0D9PT0,DE,XETRA,Industrials,True
Rheinmetall,RHM.DE,DE0007030009,DE,XETRA,Industrials,True
KION Group,KGX.DE,DE000KGX8881,DE,XETRA,Industrials,True
Knorr-Bremse,KBX.DE,DE000KBX1006,DE,XETRA,Industrials,True
Fuchs Petrolub,FPE3.DE,DE0005790430,DE,XETRA,Materials,True
Wacker Chemie,WCH.DE,DE000WCH8881,DE,XETRA,Materials,True
Lanxess,LXS.DE,DE0005470405,DE,XETRA,Materials,True
Evonik Industries,EVK.DE,DE000EVNK013,DE,XETRA,Materials,True
CTS Eventim,EVD.DE,DE0005470306,DE,XETRA,Consumer Discretionary,True
Delivery Hero,DHER.DE,DE000A2E4K43,DE,XETRA,Consumer Discretionary,True
HelloFresh,HFG.DE,DE000A161408,DE,XETRA,Consumer Staples,True
Rational AG,RAA.DE,DE0007010803,DE,XETRA,Industrials,True
Wüstenrot & Württemberg,WUW.DE,DE0008051004,DE,XETRA,Financials,True
Hannover Re,HNR1.DE,DE0008402215,DE,XETRA,Financials,True
Nutrien,NTR.TO,CA67077M1086,CA,TSX,Materials,True
Teck Resources,TECK-B.TO,CA8787422044,CA,TSX,Materials,True
First Quantum Minerals,FM.TO,CA3359341052,CA,TSX,Materials,True
Kinross Gold,K.TO,CA4969024047,CA,TSX,Materials,True
Pan American Silver,PAAS.TO,CA6979001089,CA,TSX,Materials,True
Wheaton Precious Metals,WPM.TO,CA9628791027,CA,TSX,Materials,True
Arc Resources,ARX.TO,CA00208D4090,CA,TSX,Energy,True
Tourmaline Oil,TOU.TO,CA8918261022,CA,TSX,Energy,True
Pembina Pipeline,PPL.TO,CA7063271017,CA,TSX,Energy,True
TC Energy,TRP.TO,CA87807B1076,CA,TSX,Energy,True
Enbridge,ENB.TO,CA29250N1050,CA,TSX,Energy,True
Intact Financial,IFC.TO,CA45821E1060,CA,TSX,Financials,True
Great-West Lifeco,GWO.TO,CA3904581033,CA,TSX,Financials,True
Fairfax Financial,FFH.TO,CA3039011026,CA,TSX,Financials,True
Thomson Reuters,TRI.TO,CA8849061051,CA,TSX,Industrials,True
Waste Connections,WCN.TO,CA94106B1013,CA,TSX,Industrials,True
Toromont Industries,TIH.TO,CA8911661041,CA,TSX,Industrials,True
Finning International,FTT.TO,CA3185111000,CA,TSX,Industrials,True
Gildan Activewear,GIL.TO,CA3759161035,CA,TSX,Consumer Discretionary,True
Dollarama,DOL.TO,CA25675T1075,CA,TSX,Consumer Discretionary,True
Loblaw Companies,L.TO,CA5394811015,CA,TSX,Consumer Staples,True
Metro Inc,MRU.TO,CA59162N1096,CA,TSX,Consumer Staples,True
Empire Company,EMP-A.TO,CA2918001065,CA,TSX,Consumer Staples,True
Telus,T.TO,CA87971M1032,CA,TSX,Communication Services,True
Rogers Communications,RCI-B.TO,CA7751092007,CA,TSX,Communication Services,True
Expedia,EXPE,US30212P3038,US,NASDAQ,Consumer Discretionary,True
MGM Resorts,MGM,US5529531015,US,NYSE,Consumer Discretionary,True
Wynn Resorts,WYNN,US9831341071,US,NASDAQ,Consumer Discretionary,True
Las Vegas Sands,LVS,US5178341070,US,NYSE,Consumer Discretionary,True
AutoZone,AZO,US0533321024,US,NYSE,Consumer Discretionary,True
O'Reilly Automotive,ORLY,US67103H1077,US,NASDAQ,Consumer Discretionary,True
Genuine Parts,GPC,US3724601055,US,NYSE,Consumer Discretionary,True
CarMax,KMX,US1431301027,US,NYSE,Consumer Discretionary,True
LKQ Corporation,LKQ,US5018892084,US,NASDAQ,Consumer Discretionary,True
eBay,EBAY,US2786421030,US,NASDAQ,Consumer Discretionary,True
Etsy,ETSY,US29786A1060,US,NASDAQ,Consumer Discretionary,True
Wayfair,W,US94419L1017,US,NYSE,Consumer Discretionary,True
Chewy,CHWY,US16930A1016,US,NYSE,Consumer Discretionary,True
Peloton,PTON,US70614W1009,US,NASDAQ,Consumer Discretionary,True
Crocs,CROX,US2270461096,US,NASDAQ,Consumer Discretionary,True
Columbia Sportswear,COLM,US1985161066,US,NASDAQ,Consumer Discretionary,True
PVH Corp,PVH,US6936561009,US,NYSE,Consumer Discretionary,True
Newell Brands,NWL,US6512291062,US,NASDAQ,Consumer Discretionary,True
Whirlpool,WHR,US9633201069,US,NYSE,Consumer Discretionary,True
Garmin,GRMN,CH0114405324,US,NASDAQ,Consumer Discretionary,True
Leggett & Platt,LEG,US5245371090,US,NYSE,Consumer Discretionary,True
Mohawk Industries,MHK,US6081901042,US,NYSE,Consumer Discretionary,True
PulteGroup,PHM,US7458671010,US,NYSE,Consumer Discretionary,True
D.R. Horton,DHI,US23331A1097,US,NYSE,Consumer Discretionary,True
Lennar,LEN,US5260571048,US,NYSE,Consumer Discretionary,True
NVR,NVR,US62944T1051,US,NYSE,Consumer Discretionary,True
Toll Brothers,TOL,US8894781012,US,NYSE,Consumer Discretionary,True
Taylor Morrison,TMHC,US87724P1066,US,NYSE,Consumer Discretionary,True
Kraft Heinz,KHC,US5007541064,US,NASDAQ,Consumer Staples,True
General Mills,GIS,US3703341046,US,NYSE,Consumer Staples,True
Kellogg's,K,US4878361082,US,NYSE,Consumer Staples,False
Hershey,HSY,US4278661010,US,NYSE,Consumer Staples,True
Campbell Soup,CPB,US1344291091,US,NYSE,Consumer Staples,True
McCormick,MKC,US5797802064,US,NYSE,Consumer Staples,True
Hormel Foods,HRL,US4404521001,US,NYSE,Consumer Staples,True
J.M. Smucker,SJM,US8326964058,US,NYSE,Consumer Staples,True
Lamb Weston,LW,US5132721045,US,NYSE,Consumer Staples,True
Constellation Brands,STZ,US21036P1084,US,NYSE,Consumer Staples,True
Molson Coors,TAP,US60871R2094,US,NYSE,Consumer Staples,True
Estee Lauder,EL,US5184391044,US,NYSE,Consumer Staples,True
Church & Dwight,CHD,US1713401024,US,NYSE,Consumer Staples,True
Clorox,CLX,US1890541097,US,NYSE,Consumer Staples,True
Kimberly-Clark,KMB,US4943681035,US,NYSE,Consumer Staples,True
Sysco,SYY,US8718291078,US,NYSE,Consumer Staples,True
US Foods,USFD,US91208F1021,US,NYSE,Consumer Staples,True
Performance Food Group,PFGC,US7143141002,US,NYSE,Consumer Staples,True
